LCE6A	IPR031716
PP2D1	IPR015655
GABRR3	IPR018000
GABRR3	IPR006029
GABRR3	IPR006202
GABRR3	IPR006028
GABRR3	IPR006201
CYSRT1	IPR018904
PMS2P5	IPR003594
ZNF850	IPR001909
ZNF850	IPR013083
ZNF850	IPR013087
NEURL1B	IPR001841
NEURL1B	IPR006573
GOLGA8B	IPR024858
NPIPB5	IPR009443
LYRM9	IPR008011
RHPN2P1	IPR001478
RHPN2P1	IPR004328
SYCE1L	IPR026676
ZNF891	IPR001909
ZNF891	IPR013083
ZNF891	IPR013087
CENPX	IPR018552
ZBBX	IPR000315
FAM166B	IPR018902
CEACAM18	IPR003599
CEACAM18	IPR007110
CEACAM18	IPR013783
CEACAM18	IPR003598
PRSS47	IPR009003
PRSS47	IPR001254
PRSS47	IPR001314
GNAT3	IPR027417
GNAT3	IPR001019
GNAT3	IPR001408
GNAT3	IPR011025
FOXI3	IPR018122
FOXI3	IPR030456
FOXI3	IPR001766
FOXI3	IPR011991
IQCF5	IPR000048
RNF212B	IPR017907
RNF212B	IPR013083
HMSD	IPR000215
HMSD	IPR023796
NOTO	IPR009057
NOTO	IPR001356
ZNF724	IPR001909
ZNF724	IPR013083
ZNF724	IPR013087
KRTAP9-7	IPR002494
C12orf71	IPR027908
SMTNL1	IPR001715
PDZK1P1	IPR001478
USP17L5	IPR018200
USP17L5	IPR006861
USP17L5	IPR001394
USP17L5	IPR028889
LGALS16	IPR013320
LGALS16	IPR030650
LGALS16	IPR001079
METTL12	IPR029063
METTL12	IPR025714
GSG1L2	IPR012478
FABP5P3	IPR000566
FABP5P3	IPR031259
FABP5P3	IPR000463
FABP5P3	IPR012674
ZNF727	IPR001909
ZNF727	IPR013087
KRTAP16-1	IPR002494
ZNF705G	IPR001909
ZNF705G	IPR013087
C17orf98	IPR028027
MPTX1	IPR001759
MPTX1	IPR013320
VGLL3	IPR011520
VGLL3	IPR006627
HIGD1C	IPR007667
KRTAP9-6	IPR002494
ZNF705F	IPR001909
ZNF705F	IPR013087
HIDE1	IPR007110
NCF1C	IPR015039
NCF1C	IPR001655
NCF1C	IPR001452
NCF1C	IPR001683
NCF1C	IPR032136
FAM171A2	IPR018890
HEPACAM	IPR003599
HEPACAM	IPR007110
HEPACAM	IPR013783
HEPACAM	IPR003598
ARHGEF33	IPR000219
BTNL10	IPR007110
BTNL10	IPR013783
BTNL10	IPR013106
PHF20L1	IPR019786
PHF20L1	IPR004092
PHF20L1	IPR011011
PHF20L1	IPR013083
PHF20L1	IPR014002
PHF20L1	IPR022255
PHF20L1	IPR002999
BECN2	IPR007243
BECN2	IPR032912
MEI4	IPR025888
ZNF705E	IPR001909
ZNF705E	IPR013083
ZNF705E	IPR013087
SNRPGP15	IPR010920
SNRPGP15	IPR001163
SNRPGP15	IPR034098
EFCAB8	IPR002048
EFCAB8	IPR011992
FADS2P1	IPR012171
FADS2P1	IPR005804
FADS2P1	IPR001199
KIR3DP1	IPR003599
KIR3DP1	IPR007110
KIR3DP1	IPR013783
KIR3DP1	IPR013151
KIR3DP1	IPR003598
WASH4P	IPR021854
WASH4P	IPR028290
KIAA132	IPR009030
KIAA132	IPR009011
KIAA132	IPR011641
KRTAP29-1	IPR002494
CAPN14	IPR022684
CAPN14	IPR000169
CAPN14	IPR018247
CAPN14	IPR033883
CAPN14	IPR022682
CAPN14	IPR022683
CAPN14	IPR001300
CAPN14	IPR011992
CAPN14	IPR002048
GRXCR1	IPR002109
GRXCR1	IPR012336
VSTM5	IPR003599
VSTM5	IPR007110
VSTM5	IPR013783
MAGEB17	IPR002190
MAGEB17	IPR021072
DEFB108P2	IPR025933
DEFB108P1	IPR025933
NUDT19	IPR000086
NUDT19	IPR015797
ZNF99	IPR001909
ZNF99	IPR013083
ZNF99	IPR013087
KRTAP9-1	IPR002494
LACTBL1	IPR001466
LACTBL1	IPR012338
CXorf49B	IPR027822
CXorf49	IPR027822
TMCO5B	IPR026617
TTC34	IPR013026
TTC34	IPR019734
TTC34	IPR011990
ODF3B	IPR010736
KCNU1	IPR005821
KCNU1	IPR003929
DCDC2C	IPR003533
MINDY4B	IPR025257
IQCF6	IPR000048
FOXO6	IPR032067
FOXO6	IPR030456
FOXO6	IPR001766
FOXO6	IPR011991
EFCAB9	IPR002048
EFCAB9	IPR011992
LEUTX	IPR009057
LEUTX	IPR017970
LEUTX	IPR001356
C2orf74	IPR027813
GOLGA6L	IPR026737
PRR33	IPR028004
C16orf90	IPR027978
OOSP1	IPR033218
OOSP1	IPR033222
COL6A5	IPR008160
COL6A5	IPR002035
KPNA7	IPR016024
KPNA7	IPR000225
KPNA7	IPR002652
KPNA7	IPR024931
KPNA7	IPR032413
KPNA7	IPR011989
MIF4GD	IPR003890
MIF4GD	IPR016024
FER1L4	IPR030001
FER1L4	IPR032362
FER1L4	IPR000008
FER1L4	IPR012968
FER1L4	IPR012561
UPK3BL	IPR024827
UPK3BL	IPR024831
MYO1G	IPR010926
MYO1G	IPR001609
MYO1G	IPR027417
FHAD1	IPR000253
FHAD1	IPR008984
ESPN	IPR003124
ESPN	IPR002110
ESPN	IPR020683
ESPN	IPR030233
SNURFL	IPR009847
ISM1	IPR005533
ISM1	IPR000884
WDR64	IPR017986
WDR64	IPR015943
WDR64	IPR001680
FAM220BP	IPR029155
PRR32	IPR027891
RSPH10B	IPR003409
CENPBD1	IPR009057
CENPBD1	IPR006600
CENPBD1	IPR007889
OR11H12	IPR017452
OR11H12	IPR000276
OR11H12	IPR000725
HMGB1P1	IPR009071
MYO9A	IPR002219
MYO9A	IPR000048
MYO9A	IPR029071
MYO9A	IPR000159
MYO9A	IPR000198
MYO9A	IPR008936
MYO9A	IPR028558
MYO9A	IPR001609
MYO9A	IPR027417
POTEC	IPR002110
POTEC	IPR020683
VWC2L	IPR001007
SMIM1	IPR031744
C17orf105	IPR029488
TMEM229	IPR001831
ZBTB42	IPR011333
ZBTB42	IPR013087
ZBTB42	IPR000210
KDM4E	IPR003349
KDM4E	IPR003347
BTBD18	IPR011333
BTBD18	IPR000210
HNRNPCL2	IPR017347
HNRNPCL2	IPR000504
TMEM114	IPR004031
NBPF26	IPR010630
TMEM233	IPR007593
SHISA9	IPR026910
ZNF879	IPR001909
ZNF879	IPR013083
ZNF879	IPR013087
ZNF736	IPR001909
ZNF736	IPR013087
ZNF732	IPR001909
ZNF732	IPR013087
SPATA31C2	IPR027970
TCP11X1	IPR008862
ANKRD66	IPR002110
ANKRD66	IPR020683
SEC14L6	IPR009038
SEC14L6	IPR001251
SEC14L6	IPR001071
SEC14L6	IPR011074
TDRD15	IPR002999
TDRD15	IPR016071
GGTLC3	IPR029055
GGTLC3	IPR000101
EIF3CL	IPR027516
EIF3CL	IPR011991
EIF3CL	IPR011989
EIF3CL	IPR008905
EIF3CL	IPR000717
TARM1	IPR003599
TARM1	IPR007110
TARM1	IPR013783
ERVV-1	IPR018154
ERVV-2	IPR018154
KCNJ18	IPR016449
KCNJ18	IPR003272
KCNJ18	IPR013518
KCNJ18	IPR014756
KCNJ18	IPR013673
C2CD4D	IPR000008
ZNF814	IPR001909
ZNF814	IPR013087
TRDC	IPR007110
TRDC	IPR013783
TRDC	IPR003597
RABGAP1L	IPR033185
GPR89A	IPR015672
GPR89A	IPR025969
GPR89A	IPR022535
PPP1R3G	IPR005036
PPP1R3G	IPR013783
KIF28P	IPR008984
KIF28P	IPR000008
KIF28P	IPR001752
KIF28P	IPR027417
KIF28P	IPR022140
HNRNPCL3	IPR017347
HNRNPCL3	IPR000504
SHISA8	IPR026910
IGLL5	IPR007110
IGLL5	IPR013783
IGLL5	IPR003597
IGLL5	IPR003006
TBC1D3L	IPR000195
TMEM150C	IPR019402
TCP10L2	IPR026581
WASH3P	IPR021854
WASH3P	IPR028290
WASH3P	IPR003124
TRIM49D2	IPR003879
TRIM49D1	IPR003879
TRIM49D2	IPR003877
TRIM49D1	IPR003877
TRIM49D2	IPR013083
TRIM49D1	IPR013083
TRIM49D2	IPR000315
TRIM49D1	IPR000315
TRIM49D2	IPR013320
TRIM49D1	IPR013320
TRIM49D2	IPR001870
TRIM49D1	IPR001870
TRIM49D2	IPR001841
TRIM49D1	IPR001841
ALG1L2	IPR026051
USP17L15	IPR018200
USP17L15	IPR006861
USP17L15	IPR001394
USP17L15	IPR028889
C4orf51	IPR031708
C22orf4	IPR031715
C19orf81	IPR031746
RASA4B	IPR001562
RASA4B	IPR001936
RASA4B	IPR008936
RASA4B	IPR023152
RASA4B	IPR001849
RASA4B	IPR011993
RASA4B	IPR000008
UMAD1	IPR023340
KRBOX1	IPR001909
FAM157A	IPR015943
HSBP1L1	IPR009643
CLDN25	IPR006187
CLDN25	IPR004031
PATL2	IPR019167
PATL2	IPR011989
NPIPB4	IPR009443
TMEM238	IPR029365
BTBD19	IPR011333
BTBD19	IPR011705
BTBD19	IPR000210
USP17L10	IPR018200
USP17L10	IPR001394
USP17L10	IPR028889
USP17L13	IPR018200
USP17L13	IPR006861
USP17L13	IPR001394
USP17L13	IPR028889
C11orf95	IPR013087
MCRIP1	IPR029428
ZNF878	IPR001909
ZNF878	IPR013083
ZNF878	IPR013087
USP17L12	IPR018200
USP17L12	IPR006861
USP17L12	IPR001394
USP17L12	IPR028889
TMEM232	IPR031747
KBTBD13	IPR006652
KBTBD13	IPR015915
KBTBD13	IPR011333
KBTBD13	IPR000210
BHMG1	IPR011598
BHMG1	IPR009071
USP17L11	IPR018200
USP17L11	IPR006861
USP17L11	IPR001394
USP17L11	IPR028889
INAFM1	IPR029162
C11orf94	IPR031748
KLRF2	IPR033992
KLRF2	IPR016186
KLRF2	IPR001304
KLRF2	IPR016187
USP17L21	IPR018200
USP17L21	IPR006861
USP17L21	IPR001394
USP17L21	IPR028889
USP17L18	IPR018200
USP17L18	IPR006861
USP17L18	IPR001394
USP17L18	IPR028889
USP17L22	IPR018200
USP17L22	IPR006861
USP17L22	IPR001394
USP17L22	IPR028889
USP17L23	IPR018200
USP17L23	IPR001394
USP17L23	IPR028889
USP17L17	IPR018200
USP17L17	IPR006861
USP17L17	IPR001394
USP17L17	IPR028889
USP17L19	IPR018200
USP17L19	IPR006861
USP17L19	IPR001394
USP17L19	IPR028889
GOLGA8K	IPR024858
MCIDAS	IPR022786
MCIDAS	IPR029699
USP17L20	IPR018200
USP17L20	IPR006861
USP17L20	IPR001394
USP17L20	IPR028889
C7orf73	IPR027854
MUC22	IPR028199
HCG22	IPR032059
PRSS46	IPR009003
PRSS46	IPR001254
PRSS46	IPR001314
PRSS46	IPR018114
NPIPB11	IPR009443
ANKRD65	IPR002110
ANKRD65	IPR020683
FTCDNL1	IPR012886
FTCDNL1	IPR022384
PRSS44	IPR033116
PRSS44	IPR009003
PRSS44	IPR001254
PRSS44	IPR001314
PRSS44	IPR018114
RNF223	IPR017907
RNF223	IPR001841
RNF223	IPR013083
ZNF587B	IPR001909
ZNF587B	IPR013087
PPP5D1	IPR013235
PROB1	IPR027838
NACA	IPR016641
NACA	IPR002715
PTGES3L	IPR007052
PTGES3L	IPR008978
ANHX	IPR009057
ANHX	IPR017970
ANHX	IPR001356
ANHX	IPR031701
PRR23D1	IPR018903
NPIPA2	IPR009443
NPIPB6	IPR009443
NPIPA7	IPR009443
NPIPA5	IPR009443
NPIPB8	IPR009443
FNDC10	IPR034446
UBAP1L	IPR023340
PPIAL4D	IPR002130
PPIAL4D	IPR024936
PPIAL4D	IPR020892
PPIAL4D	IPR029000
C3orf80	IPR031696
FAM227A	IPR029417
RFPL4AL1	IPR003879
RFPL4AL1	IPR006574
RFPL4AL1	IPR003877
RFPL4AL1	IPR013083
RFPL4AL1	IPR013320
RFPL4AL1	IPR001870
RFPL4AL1	IPR022723
RFPL4AL1	IPR001841
NPIPB9	IPR009443
GOLGA8N	IPR024858
INS-IGF2	IPR004825
INS-IGF2	IPR016179
NPIPA3	IPR009443
SLCO1B7	IPR002350
SLCO1B7	IPR020846
SLCO1B7	IPR004156
TSTD3	IPR001763
FAM72C	IPR026768
PRAMEF26	IPR032675
GOLGA6L	IPR024858
GOLGA6L	IPR026737
GOLGA6L	IPR026737
C3orf84	IPR029369
C6orf22	IPR011989
MKRN2OS	IPR032016
STMND1	IPR000956
LY6L	IPR016054
FAM229A	IPR028025
C15orf6	IPR026507
TMEM178	IPR004031
GOLGA8M	IPR024858
POTEB2	IPR002110
POTEB2	IPR020683
TGFBR3L	IPR001507
CLDN34	IPR006187
CCDC188	IPR026617
TRIM77	IPR018957
TRIM77	IPR003879
TRIM77	IPR003877
TRIM77	IPR013083
TRIM77	IPR000315
TRIM77	IPR013320
TRIM77	IPR001870
TRIM77	IPR001841
TRIM77	IPR017907
GOLGA8R	IPR024858
SMIM22	IPR031671
IFNL4	IPR029177
SLC35A4	IPR027854
MIEF1	IPR008011
RNF225	IPR017907
RNF225	IPR001841
RNF225	IPR013083
OVOL3	IPR013087
OVOL3	IPR013083
OVOL3	IPR027775
DNASE2	IPR004947
UBXN8	IPR001012
UBXN8	IPR017247
UBXN8	IPR029071
KIF2A	IPR001752
KIF2A	IPR027417
KIF2A	IPR019821
SGK1	IPR000961
SGK1	IPR011009
SGK1	IPR000719
SGK1	IPR017892
SGK1	IPR008271
SGK1	IPR017441
TK2	IPR002624
TK2	IPR027417
TK2	IPR031314
FZD9	IPR020067
FZD9	IPR017981
FZD9	IPR000539
FZD9	IPR015526
DDX39A	IPR011545
DDX39A	IPR014014
DDX39A	IPR001650
DDX39A	IPR027417
DDX39A	IPR014001
ACOT7	IPR006683
ACOT7	IPR029069
ACOT7	IPR033120
GPR25	IPR017452
GPR25	IPR000276
MYO1C	IPR010926
MYO1C	IPR001609
MYO1C	IPR000048
MYO1C	IPR027417
MYO1F	IPR001452
MYO1F	IPR010926
MYO1F	IPR001609
MYO1F	IPR000048
MYO1F	IPR027417
SNAP23	IPR000727
SNAP23	IPR000928
HAX1	IPR017248
EYA2	IPR006545
EYA2	IPR023214
EYA2	IPR028473
EYA2	IPR028472
FXYD1	IPR000272
CCL24	IPR001811
GTPBP1	IPR009001
GTPBP1	IPR009000
GTPBP1	IPR000795
GTPBP1	IPR027417
KCNK1	IPR005408
KCNK1	IPR003092
KCNK1	IPR013099
KCNK1	IPR003280
KCNK1	IPR001779
LGALS9	IPR013320
LGALS9	IPR001079
STXBP3	IPR001619
MASP2	IPR000152
MASP2	IPR018097
MASP2	IPR001254
MASP2	IPR000859
MASP2	IPR000436
MASP2	IPR009003
MASP2	IPR000742
MASP2	IPR001314
MASP2	IPR001881
MASP2	IPR013032
MASP2	IPR033116
AP4M1	IPR011012
AP4M1	IPR028565
AP4M1	IPR001392
AP4M1	IPR022775
AP4M1	IPR018240
SMAP	IPR028124
SMAP	IPR026714
RAB27B	IPR005225
RAB27B	IPR027417
RAB27B	IPR001806
HRK	IPR020728
HRK	IPR017249
SULT2B1	IPR027417
SULT2B1	IPR000863
TLR4	IPR000157
TLR4	IPR003591
TLR4	IPR027168
TLR4	IPR032675
TLR4	IPR001611
TLR4	IPR000483
RHOD	IPR003578
RHOD	IPR005225
RHOD	IPR027417
RHOD	IPR001806
APBB1	IPR001202
APBB1	IPR011993
APBB1	IPR006020
LGALS8	IPR030638
LGALS8	IPR013320
LGALS8	IPR001079
NDUFS8	IPR010226
NDUFS8	IPR017900
NDUFS8	IPR017896
HAS3	IPR029044
HAS3	IPR026108
TNFRSF10A	IPR020465
TNFRSF10A	IPR001368
TNFRSF10A	IPR000488
TNFRSF10A	IPR034024
TNFRSF10A	IPR034029
TNFRSF10A	IPR011029
NFKBIE	IPR002110
NFKBIE	IPR020683
GRM8	IPR017978
GRM8	IPR017979
GRM8	IPR000337
GRM8	IPR000162
GRM8	IPR028082
GRM8	IPR001828
GRM8	IPR011500
GRM8	IPR000144
CORT	IPR018142
CORT	IPR004250
PSMD11	IPR000717
PSMD11	IPR011990
PSMD11	IPR011991
PSMD12	IPR000717
PSMD12	IPR011991
PSMD9	IPR001478
RNF103	IPR001841
RNF103	IPR013083
BMPR1B	IPR000333
BMPR1B	IPR011009
BMPR1B	IPR000719
BMPR1B	IPR008271
BMPR1B	IPR001245
BMPR1B	IPR003605
BMPR1B	IPR017441
BMPR1B	IPR000472
SIRPB1	IPR003599
SIRPB1	IPR007110
SIRPB1	IPR013783
SIRPB1	IPR003597
SIRPB1	IPR013106
ATOX1	IPR017969
ATOX1	IPR006121
F2RL2	IPR017452
F2RL2	IPR000276
F2RL2	IPR003912
F2RL2	IPR003943
MEN1	IPR007747
CBX4	IPR033773
CBX4	IPR023780
CBX4	IPR017984
CBX4	IPR016197
CBX4	IPR000953
CBX4	IPR023779
WRB	IPR028945
PGRMC1	IPR001199
SUPT5H	IPR014722
SUPT5H	IPR024945
SUPT5H	IPR005824
SUPT5H	IPR022581
SUPT5H	IPR008991
SUPT5H	IPR017071
SUPT5H	IPR006645
SUPT5H	IPR005100
TAF4	IPR007900
TAF4	IPR003894
TAF4	IPR009072
GPR31	IPR017452
GPR31	IPR000276
DFFA	IPR003508
DFFA	IPR015121
DFFA	IPR017299
DFFA	IPR027296
HIP1	IPR002558
HIP1	IPR030554
HIP1	IPR011417
HIP1	IPR013809
HIP1	IPR030224
HIP1	IPR008942
HIP1	IPR032422
LEFTY2	IPR015615
LEFTY2	IPR017948
LEFTY2	IPR001111
LEFTY2	IPR003942
LEFTY2	IPR001839
LEFTY2	IPR029034
TULP1	IPR025659
TULP1	IPR000007
TULP1	IPR033018
TULP1	IPR018066
TULP2	IPR025659
TULP2	IPR005398
TULP2	IPR000007
TULP2	IPR018066
CLIC1	IPR030259
CLIC1	IPR002946
CLIC1	IPR012336
CLIC1	IPR010987
CLIC1	IPR004045
TNFRSF11B	IPR022323
TNFRSF11B	IPR001368
TNFRSF11B	IPR017371
TNFRSF11B	IPR000488
TNFRSF11B	IPR011641
TNFRSF11B	IPR011029
EIF3F	IPR027531
EIF3F	IPR000555
EIF3F	IPR024969
CACNB4	IPR001452
CACNB4	IPR008145
CACNB4	IPR000584
CACNB4	IPR027417
WWP2	IPR001202
WWP2	IPR000008
WWP2	IPR024928
WWP2	IPR000569
CDC7	IPR017441
CDC7	IPR008271
CDC7	IPR011009
CDC7	IPR000719
ETV2	IPR000418
ETV2	IPR011991
UPK1A	IPR000301
UPK1A	IPR018499
UPK1A	IPR008952
UPK1A	IPR034765
ARNTL	IPR001610
ARNTL	IPR013767
ARNTL	IPR011598
ARNTL	IPR001067
ARNTL	IPR000014
PIK3CD	IPR016024
PIK3CD	IPR000341
PIK3CD	IPR011009
PIK3CD	IPR002420
PIK3CD	IPR029071
PIK3CD	IPR018936
PIK3CD	IPR001263
PIK3CD	IPR000403
PIK3CD	IPR003113
PIK3CD	IPR000008
PIK3CD	IPR015433
PDHX	IPR011053
PDHX	IPR004167
PDHX	IPR000089
PDHX	IPR001078
PDHX	IPR003016
SLC28A1	IPR002668
SLC28A1	IPR008276
SLC28A1	IPR011657
SLC28A1	IPR011642
SLC28A1	IPR030212
SLC28A1	IPR018270
SULT1C2	IPR027417
SULT1C2	IPR000863
MATN2	IPR019466
MATN2	IPR000152
MATN2	IPR002035
MATN2	IPR009030
MATN2	IPR011042
MATN2	IPR000742
MATN2	IPR026823
MATN2	IPR001881
MATN2	IPR013032
SLC1A7	IPR018107
SLC1A7	IPR001991
FOXE1	IPR018122
FOXE1	IPR030456
FOXE1	IPR001766
FOXE1	IPR011991
QSOX1	IPR012336
QSOX1	IPR017905
QSOX1	IPR013766
P2RY10	IPR017452
P2RY10	IPR000276
P2RY10	IPR027676
DCTN6	IPR011004
DCTN6	IPR001451
DCTN6	IPR027777
SLC33A1	IPR020846
SLC33A1	IPR004752
SLC33A1	IPR024371
WASL	IPR011026
WASL	IPR003124
WASL	IPR000095
WASL	IPR030214
WASL	IPR011993
WASL	IPR033927
WASL	IPR000697
PDE2A	IPR029016
PDE2A	IPR003607
PDE2A	IPR023088
PDE2A	IPR003018
PDE2A	IPR023174
PDE2A	IPR002073
FOXN3	IPR018122
FOXN3	IPR030456
FOXN3	IPR001766
FOXN3	IPR011991
POLRMT	IPR024075
POLRMT	IPR002092
POLRMT	IPR029262
EEF2K	IPR004166
EEF2K	IPR011009
EEF2K	IPR017400
EEF2K	IPR006597
CCRL2	IPR000276
CCRL2	IPR017452
CCRL2	IPR000355
EML1	IPR001680
EML1	IPR005108
EML1	IPR017986
EML1	IPR015943
EML1	IPR011047
IGF2BP3	IPR004087
IGF2BP3	IPR000504
IGF2BP3	IPR034844
IGF2BP3	IPR004088
DNM1L	IPR003130
DNM1L	IPR030556
DNM1L	IPR019762
DNM1L	IPR001401
DNM1L	IPR027417
DNM1L	IPR022812
DNM1L	IPR020850
DNM1L	IPR000375
DNM1L	IPR030381
RTCA	IPR017770
RTCA	IPR013792
RTCA	IPR023797
RTCA	IPR013791
RTCA	IPR020719
RTCA	IPR000228
PIK3C2A	IPR016024
PIK3C2A	IPR001683
PIK3C2A	IPR011009
PIK3C2A	IPR002420
PIK3C2A	IPR029071
PIK3C2A	IPR018936
PIK3C2A	IPR001263
PIK3C2A	IPR000403
PIK3C2A	IPR000341
PIK3C2A	IPR000008
PIK3C2A	IPR015433
PLK4	IPR033699
PLK4	IPR033698
PLK4	IPR000719
PLK4	IPR008266
PLK4	IPR033696
PLK4	IPR033700
PLK4	IPR000959
PLK4	IPR017441
PLK4	IPR011009
SYT5	IPR000008
SYT5	IPR001565
GFRA2	IPR017372
GFRA2	IPR003504
GFRA2	IPR016017
GFRA2	IPR003438
LST1	IPR007775
IFRD1	IPR006921
IFRD1	IPR016024
IFRD1	IPR011989
IFRD1	IPR007701
PIK3R2	IPR001452
PIK3R2	IPR032498
PIK3R2	IPR000198
PIK3R2	IPR000980
PIK3R2	IPR001720
PIK3R2	IPR008936
PIK3R2	IPR035020
PIK3R2	IPR035022
MANBA	IPR013783
MANBA	IPR008979
MANBA	IPR017853
MANBA	IPR006103
MANBA	IPR006102
TRAF5	IPR018957
TRAF5	IPR001293
TRAF5	IPR017907
TRAF5	IPR013083
TRAF5	IPR012227
TRAF5	IPR002083
TRAF5	IPR001841
TRAF5	IPR027130
TRAF5	IPR008974
AGRN	IPR003645
AGRN	IPR000742
AGRN	IPR000082
AGRN	IPR003884
AGRN	IPR008993
AGRN	IPR002350
AGRN	IPR013320
AGRN	IPR004850
AGRN	IPR001881
AGRN	IPR013032
AGRN	IPR001791
AGRN	IPR002049
PLOD2	IPR006620
PLOD2	IPR001006
PLOD2	IPR005123
PLOD2	IPR029044
MEIS1	IPR009057
MEIS1	IPR032453
MEIS1	IPR001356
MEIS1	IPR008422
EXOC5	IPR033960
EXOC5	IPR009976
ELL2	IPR019464
ELL2	IPR031179
ELL2	IPR031176
ELL2	IPR010844
ELL2	IPR011991
SLC17A3	IPR011701
SLC17A3	IPR020846
SLC17A3	IPR017373
BTN3A3	IPR003599
BTN3A3	IPR007110
BTN3A3	IPR013783
BTN3A3	IPR003879
BTN3A3	IPR006574
BTN3A3	IPR013106
BTN3A3	IPR013320
BTN3A3	IPR001870
BTN3A3	IPR003877
HMGN4	IPR000079
BTN3A1	IPR003599
BTN3A1	IPR007110
BTN3A1	IPR013783
BTN3A1	IPR003879
BTN3A1	IPR006574
BTN3A1	IPR013106
BTN3A1	IPR013320
BTN3A1	IPR001870
BTN3A1	IPR003877
NR5A2	IPR016355
NR5A2	IPR001628
NR5A2	IPR000536
NR5A2	IPR013088
NR5A2	IPR001723
NDUFA4	IPR010530
PSMD14	IPR000555
PSMD14	IPR024969
ZNF593	IPR013087
ZNF593	IPR003604
ZNF593	IPR022755
BIN1	IPR001452
BIN1	IPR003023
BIN1	IPR027267
BIN1	IPR004148
BIN1	IPR003005
CLDN5	IPR006187
CLDN5	IPR003551
CLDN5	IPR004031
CLDN5	IPR017974
STK25	IPR035060
STK25	IPR017441
STK25	IPR011009
STK25	IPR000719
BCL9	IPR015668
BCL9	IPR024670
LAD1	IPR017404
FAAH	IPR030560
FAAH	IPR023631
FAAH	IPR020556
FAAH	IPR000120
KRIT1	IPR002110
KRIT1	IPR019749
KRIT1	IPR019748
KRIT1	IPR020683
KRIT1	IPR014352
KRIT1	IPR032022
KRIT1	IPR011993
KRIT1	IPR000299
UPK2	IPR009952
CHL1	IPR003599
CHL1	IPR003598
CHL1	IPR013783
CHL1	IPR013098
CHL1	IPR007110
CHL1	IPR003961
CHL1	IPR026966
CHL1	IPR013151
VWA5A	IPR013694
VWA5A	IPR002035
PES1	IPR001357
PES1	IPR010613
DLL1	IPR000152
DLL1	IPR018097
DLL1	IPR009030
DLL1	IPR000742
DLL1	IPR011651
DLL1	IPR001881
DLL1	IPR013032
DLL1	IPR001774
CACNA1A	IPR031649
CACNA1A	IPR005821
CACNA1A	IPR002077
CACNA1A	IPR005448
CACNA1A	IPR014873
EBAG9	IPR017025
SDCBP	IPR001478
SDCBP	IPR030528
PITPNM1	IPR023214
PITPNM1	IPR004177
PITPNM1	IPR023393
PITPNM1	IPR001666
PITPNM1	IPR031315
MPHOSPH10	IPR012173
NOP56	IPR002687
NOP56	IPR012974
NOP56	IPR012976
DDX3X	IPR000629
DDX3X	IPR011545
DDX3X	IPR001650
DDX3X	IPR014014
DDX3X	IPR014001
DDX3X	IPR027417
CXCR6	IPR000276
CXCR6	IPR017452
CXCR6	IPR002235
CXCR6	IPR000355
RNASET2	IPR033130
RNASET2	IPR018188
RNASET2	IPR033697
RNASET2	IPR001568
CCL21	IPR030593
CCL21	IPR001811
CCL21	IPR034133
MFNG	IPR017374
MFNG	IPR003378
MFNG	IPR029044
GABRP	IPR008100
GABRP	IPR006202
GABRP	IPR006201
GABRP	IPR006028
GABRP	IPR006029
GABRP	IPR018000
PODXL	IPR013836
PODXL	IPR017403
FCN1	IPR002181
FCN1	IPR008160
FCN1	IPR014715
FCN1	IPR020837
FCN1	IPR014716
CYR61	IPR006207
CYR61	IPR012395
CYR61	IPR009030
CYR61	IPR006208
CYR61	IPR017891
CYR61	IPR001007
CYR61	IPR000884
CYR61	IPR000867
PEX12	IPR017375
PEX12	IPR006845
PEX12	IPR013083
SLC17A2	IPR011701
SLC17A2	IPR020846
PIR	IPR008778
PIR	IPR003829
PIR	IPR012093
PIR	IPR011051
PIR	IPR014710
CCL22	IPR001811
CCL22	IPR030598
CCL22	IPR000827
PEX7	IPR019775
PEX7	IPR020472
PEX7	IPR017986
PEX7	IPR015943
PEX7	IPR001680
KPNA4	IPR016024
KPNA4	IPR000225
KPNA4	IPR002652
KPNA4	IPR024931
KPNA4	IPR032413
KPNA4	IPR011989
SLN	IPR008028
NTN3	IPR018933
NTN3	IPR001134
NTN3	IPR008979
NTN3	IPR008211
NTN3	IPR008993
NTN3	IPR002049
TRIM38	IPR003879
TRIM38	IPR006574
TRIM38	IPR003877
TRIM38	IPR013083
TRIM38	IPR000315
TRIM38	IPR013320
TRIM38	IPR001870
TRIM38	IPR001841
TRIM38	IPR017907
NFIB	IPR003619
NFIB	IPR020604
NFIB	IPR019739
NFIB	IPR019548
NFIB	IPR000647
E2F3	IPR015633
E2F3	IPR011991
E2F3	IPR032198
E2F3	IPR003316
PPP6C	IPR004843
PPP6C	IPR006186
PPP6C	IPR029052
WNT10B	IPR005817
WNT10B	IPR018161
WNT10B	IPR013302
NME4	IPR023005
NME4	IPR001564
CES2	IPR019826
CES2	IPR019819
CES2	IPR029058
CES2	IPR002018
PIK3C2B	IPR016024
PIK3C2B	IPR001683
PIK3C2B	IPR011009
PIK3C2B	IPR002420
PIK3C2B	IPR029071
PIK3C2B	IPR018936
PIK3C2B	IPR001263
PIK3C2B	IPR000403
PIK3C2B	IPR000341
PIK3C2B	IPR000008
PIK3C2B	IPR015433
MAN2B1	IPR011682
MAN2B1	IPR011330
MAN2B1	IPR000602
